sender,sender_type,sender_id,timestamp,duration,ended_on,image,response,time_commit,time_end,time_render,time_run,time_show,time_switch
,html.Screen,32,2026-04-29T10:48:36.590Z,32442.30000000121,response,images/https___revistaraya_com_facebook_adiccion_y_dopamina_por_que_un_jurado_condeno_el_diseno_de_las_redes_sociales_html.png,"{""credibility"":""4"",""quality"":""5"",""correctness"":""4"",""interest"":""5""}",1171083,1171082.7000000011,1138632.6,1138628.8000000007,1138640.4,1171094
,html.Screen,33,2026-04-29T10:48:50.441Z,13839.800000000745,response,images/riesgos_x_3.png,"{""credibility"":""5"",""quality"":""4"",""correctness"":""5"",""interest"":""4""}",1184934,1184933.8000000007,1171086.658,1171083.1000000015,1171094,1184936.5
,html.Screen,34,2026-04-29T10:49:18.729Z,28284.60000000149,response,images/https___www_eldia_es_canarias_2026_04_09_conductas_suicidas_menores_aumentan_25_violencia_tecnologia_128929660_amp_html.png,"{""credibility"":""4"",""quality"":""4"",""correctness"":""4"",""interest"":""5""}",1213221.5,1213221.1000000015,1184928.198,1184934,1184936.5,1213224.096
,html.Screen,35,2026-04-29T10:49:45.357Z,26625.204000000842,response,images/https___vilasradio_cl_clinica_u_de_los_andes_alerta_por_peligroso_reto_viral_ingestion_de_imanes_deja_menores_con_graves_lesiones_en_chile_.png,"{""credibility"":""4"",""quality"":""4"",""correctness"":""4"",""interest"":""3""}",1239849.5,1239849.3000000007,1213224.096,1213221.6000000015,1213224.096,1239860.6
,html.Screen,36,2026-04-29T10:50:02.677Z,17309.30000000028,response,images/edad_x_2.png,"{""credibility"":""3"",""quality"":""3"",""correctness"":""4"",""interest"":""3""}",1257170.2000000011,1257169.9000000004,1239853.2,1239849.6000000015,1239860.6,1257182.3
,html.Screen,37,2026-04-29T10:50:48.272Z,45583.30000000144,response,images/https___agn_gt_pgn_impulsa_campana_no_caigas_en_las_redes_sobre_riesgos_digitales_para_la_ninez_y_adolescencia_.png,"{""credibility"":""4"",""quality"":""4"",""correctness"":""4"",""interest"":""4""}",1302765.7000000011,1302765.6000000015,1257173.2,1257170.4000000004,1257182.3,1302778.1
,html.Screen,38,2026-04-29T10:51:02.011Z,13726.100000001024,response,images/riesgos_x_1.png,"{""credibility"":""3"",""quality"":""4"",""correctness"":""3"",""interest"":""4""}",1316504.5,1316504.2000000011,1302761.4,1302765.7000000011,1302778.1,1316506.4
,html.Screen,39,2026-04-29T10:51:19.415Z,17401.80000000121,response,images/derechos_x_5.png,"{""credibility"":""3"",""quality"":""2"",""correctness"":""1"",""interest"":""4""}",1333908.5,1333908.2000000011,1316498.632,1316504.6000000015,1316506.4,1333919.7
,html.Screen,40,2026-04-29T10:51:43.231Z,23804.60000000079,response,images/https___kchcomunicacion_com_2026_04_09_comision_impulsa_reformas_para_proteger_a_ninas_ninos_y_adolescentes_frente_a_riesgos_de_plataformas_digitales_.png,"{""credibility"":""4"",""quality"":""3"",""correctness"":""4"",""interest"":""3""}",1357724.6000000015,1357724.3000000007,1333911.3,1333908.6000000015,1333919.7,1357723.83
,html.Screen,41,2026-04-29T10:52:10.252Z,27021.97000000067,response,images/https___www_politicargentina_com_notas_202604_72684_el_senado_frances_avanza_con_un_proyecto_para_prohibir_redes_sociales_a_menores_de_15_anos_html.png,"{""credibility"":""5"",""quality"":""4"",""correctness"":""4"",""interest"":""4""}",1384746.1000000015,1384745.8000000007,1357723.83,1357724.8000000007,1357723.83,
